město;nazev;datum
Ostrava;"Rozhodnutí č. 51/24/VH o povolení k nakládání s vodami, povolení stavby vodního díla, povolení změny dokončené stavby vodního díla a veřejná vyhláška v souvislosti se stavbou vodního díla „Kanalizace v Polance nad Odrou SO 01-03, SO 03 Odkanalizování území podél ul. K Pile, SO 03.1 Kanalizační řad"" - DSO 03.1.1 Kanalizační stoky.";2024-05-13
Ostrava;"Veřejná vyhláška - Opatření obecné povahy - Příkaz o dopravním značení (dočasném) č. 6463/24 ul. Rostislavova, Syllabova - ""Stavba vědecko-výzkumného centra LERCO, ul. Syllabova, Ostrava - Vítkovice"".";2024-05-13
Ostrava;"Veřejná vyhláška - Opatření obecné povahy - Příkaz o dopravním značení (dočasném) č. 6464/24 ul. Na Lukách - ""Silnice II/478 -rekonstrukce mostu ev. č. 478.-008 přes Odru na ul. Na Lukách v Ostravě - dopr. značení do doby trvalého užívání stavby"".";2024-05-13
Ostrava;"Veřejná vyhláška - Opatření obecné povahy - ""Příkaz o dopravním značení (dočasném) č. 6465/24 ul. Podzámčí - Majáles 2024 na Slezskoostravském hradu"".";2024-05-13
Ostrava;"Veřejná vyhláška - Opatření obecné povahy - Stanovení dopravního značení (dočasného) č. 6400/24/Velká Polom v souvislosti s akcí: „Novostavba rodinných domů p. č. 299/2, 299/3"" .";2024-05-10
Ostrava;Upozornění na odstávku elektřiny č. 110060946005.;2024-05-09
Ostrava;Usnesení o nařízení dražebního jednání - elektronická dražba, proti povinné: Marcela Matochová, bytem Ostrava.;2024-05-09
Ostrava;Žádost o vyvěšení informací o porovnání všech položek výpočtu ceny podle cenových předpisů pro vodné a stočné a dosažené skutečnosti za rok 2023.;2024-05-07
Ostrava;Termíny jednání orgánů městských obvodů.;2024-05-07
Ostrava;Dražební vyhláška č. 85/2024, navrhovatel: Jan Stuchlík, bytem Ostrava.;2024-05-07
Ostrava;Rozpočtová opatření schválená radou města dne 30.04.2024.;2024-05-06
Ostrava;Rozpočtová opatření schválená radou města dne 23.04.2024.;2024-05-06
Ostrava;Rozpočtová opatření schválená radou města dne 16.04.2024.;2024-05-06
Ostrava;Rozpočtová opatření schválená radou města dne 09.04.2024.;2024-05-06
Ostrava;Informace o porovnání všech položek výpočtu ceny podle cenových předpisů pro vodné a stočné a dosažené skutečnosti za rok 2023 zpracované společností Ostravské vodárny a kanalizace a.s.;2024-04-30
Ostrava;Nabídka volného pracovního místa č. 8/2024    ;2024-04-30
Ostrava;Usnesení - dražební vyhláška o provedení věcí movitých proti povinnému: Junaiza Delgadová, bytem Ostrava-Muglinov. ;2024-04-29
Ostrava;Usnesení o odročení dražebního jednání elektronické dražby nemovitých věcí proti povinnému: Oldřich Trochta, bytem Ludgeřovice, nařízené na 25.4.2024 se ODROČUJE NA 30. 05. 2024 v 10:00 hod.;2024-04-29
Ostrava;Usnesení - dražební vyhláška o provedení elektronické dražby nemovitých věcí proti povinnému: Jan Nakládal, bytem Ostrava..;2024-04-22
Ostrava;"Veřejnoprávní smlouva o poskytnutí účelové dotace k realizaci projektu: ""Štramberská sousedům"".";2024-04-18
Ostrava;"Veřejnoprávní smlouva o poskytnutí účelové dotace k realizaci projektu: ""Revitalizace kontejnerového stání"".";2024-04-18
Ostrava;"Veřejnoprávní smlouva o poskytnutí účelové dotace k realizaci projektu: ""Tvoříme prostor pro ZŠ a rodiny s dětmi"".";2024-04-18
Ostrava;Usnesení - dražební vyhláška o provedení elektronické dražby nemovitých věcí proti povinnému: Kateřina Leitnerová, Praha.;2024-04-05
Ostrava;Rozpočtová opatření schválená zastupitelstvem města dne 27.03.2024.;2024-04-04
Ostrava;Rozpočtová opatření schválená radou města dne 26.03.2024.;2024-04-02
Ostrava;Statutární město Ostrava vyhlašuje na základě usnesení zastupitelstva města č. 0722/ZM2226/14 ze dne 27.03.2024 výběrové řízení Programu na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025 (kód KaŠBIL) a Výzvy na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025 (kód KaŠ/vBIL);2024-03-28
Ostrava;"Program poskytnutí účelových neinvestičních dotací na ozdravné pobyty v období
od 01. 11. 2024 do 30. 04. 2025
Zastupitelstvo města v souladu s ustanovením § 10c zákona č. 250/2000 Sb., o rozpočtových pravidlech územních rozpočtů, ve znění pozdějších předpisů vyhlašuje program poskytnutí účelových neinvestičních dotací z Fondu pro děti ohrožené znečištěním ovzduší na realizaci ozdravných pobytů  v období od 1. listopadu 2024 do 30. dubna 2025.";2024-03-28
Ostrava;Statutární město Ostrava vyhlašuje na základě usnesení zastupitelstva města č. 0732/ZM2226/14 ze dne 27.03.2024 výběrové řízení na poskytování peněžních prostředků z výnosu daní a hazardních her (Loterie) pro rok 2024 na podporu sociálních služeb a souvisejících aktivit:;2024-03-28
Ostrava;Rozpočtová opatření schválená radou města dne 19.03.2024.;2024-03-25
Ostrava;Rozpočtová opatření schválená radou města dne 05.03.2024.;2024-03-14
Ostrava;Rozpočtová opatření schválená radou města dne 27.02.2024.;2024-03-04
Ostrava;Rozpočtová opatření schválená radou města dne 20.02.2024.;2024-02-26
Ostrava;Rozpočtová opatření schválená radou města dne 13.02.2024.;2024-02-20
Ostrava;Rozpočtová opatření schválená zastupitelstvem města dne 31.01.2024.;2024-02-15
Ostrava;Rozpočtová opatření schválená radou města dne 30.01.2024.;2024-02-13
Ostrava;Rozpočtová opatření schválená radou města dne 23.01.2024.;2024-02-13
Ostrava;Rozpočtová opatření schválená radou města dne 16.01.2024.;2024-02-13
Ostrava;Vyhlášení popisu věci - Policejní orgán Policie České republiky, 11. oddělení obecné kriminality, Ruská 1335/116, 703 00 Ostrava dne 09.11. 2022 ve věci PRACHAŘ DRŽENÍ OPL OSTRAVA Z.VAVŘÍKA podle  § 81 odst. 1 trestního řádu vyhlašuje popis věci: - čs. peníze 1 ks 1 000 Kč, 1 ks 500 Kč.;2024-02-12
Ostrava;Rozpočtová opatření schválená radou města dne 09.01.2024.;2024-02-05
Ostrava;Životní podmínky 2024 - výběrové šetření v domácnostech.;2024-02-01
Ostrava;"Veřejnoprávní smlouva č. 2868/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy - ""Dotace na podporu realizace splaškových kanalizačních přípojek napojených na nově vybudovanou oddílnou kanalizaci v rámci rušení volných výustí"".";2024-01-31
Ostrava;"Veřejnoprávní smlouva č. 2867/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy - ""Dotace na podporu realizace splaškových kanalizačních přípojek napojených na nově vybudovanou oddílnou kanalizaci v rámci rušení volných výustí"".";2024-01-31
Ostrava;Opatření - vyhlášení veřejného popisu věci, a to: 1 ks bankovka 50 dinárů NB Srbije, 1 ks bankovka 10 dinárů NB Srbije, 10 ks mincí v celkové hodnotě 56 centů, 3 ks mincí v celkové hodnotě 3 dináry, 4 ks mincí v celkové hodnotě 6 zlotých, 17 ks mincí v celkové hodnotě 318 grošů, 4 ks mince v celkové hodnotě 225 Forintů.;2024-01-30
Ostrava;"Veřejnoprávní smlouva č. 2875/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy - ""Dotace na podporu realizace splaškových kanalizačních přípojek napojených na nově vybudovanou oddílnou kanalizaci v rámci rušení volných výustí"".";2024-01-11
Ostrava;"Veřejnoprávní smlouva č. 2874/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy - ""Dotace na podporu realizace splaškových kanalizačních přípojek napojených na nově vybudovanou oddílnou kanalizaci v rámci rušení volných výustí"".";2024-01-11
Ostrava;"Veřejnoprávní smlouva č. 2870/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy - ""Dotace na podporu realizace splaškových kanalizačních přípojek napojených na nově vybudovanou oddílnou kanalizaci v rámci rušení volných výustí"".";2024-01-11
Ostrava;"Veřejnoprávní smlouva č. 2871/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy - ""Dotace na podporu realizace splaškových kanalizačních přípojek napojených na nově vybudovanou oddílnou kanalizaci v rámci rušení volných výustí"".";2024-01-11
Ostrava;"Veřejnoprávní smlouva č. 2872/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy - ""Dotace na podporu realizace splaškových kanalizačních přípojek napojených na nově vybudovanou oddílnou kanalizaci v rámci rušení volných výustí"".";2024-01-11
Ostrava;"Veřejnoprávní smlouva č. 2869/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy - ""Dotace na podporu realizace splaškových kanalizačních přípojek napojených na nově vybudovanou oddílnou kanalizaci v rámci rušení volných výustí"".";2024-01-11
Ostrava;Usnesení o odročení dražebního jednání (elektronické dražby) ve věci prodeje nemovitostí proti povinnému: Tomáš Švancara, Ostrava-Poruba, za účasti dřívější manželky povinného: Petra Švancarová, Ostrava-Pustkovec, nařízené na 31. 01. 2024 v 08:30 hodin se ODROČUJE NA 31. 05. 2024 v 08:30 hod.;2024-01-08
Ostrava;Uveřejnění informací v souladu s ust. § 2 odst. 3 vyhlášky č. 259/2012 Sb., o podrobnostech výkonu spisové služby.;2024-01-02
Ostrava;Střednědobý výhled rozpočtu SMO na roky 2025-27 (bez městských obvodů). Více informací naleznete na adrese města ZDE.;2023-12-19
Ostrava;Rozpočet SMO na rok 2024 (bez rozpočtů městských obvodů). Více informací naleznete na adrese města ZDE.;2023-12-19
Ostrava;"Veřejnoprávní smlouva ev. č. 2481/23 ÚPaSŘ o poskytnutí účelové dotace z rozpočtu statutárního města Ostravy na realizaci projektu ""Opravy stávajících osmi bytů v domě Halasova 388/32, Vítkovice, Ostrava, vybydlený celý dům"".";2023-12-19
Ostrava;Rozpočet SMO a související dokumenty.;2023-12-11
Ostrava;Pravidla rozpočtového provizoria.;2023-12-11
Ostrava;"Veřejnoprávní smlouva ev. č. 2479/23 ÚPaSŘ o poskytnutí účelové dotace z rozpočtu statutárního města Ostravy na realizaci projektu ""Stavební úpravy objektu pro účely nájemního bydlení - p. Takla"".";2023-11-03
Ostrava;Veřejnoprávní smlouva ev. č. 2476/23 ÚPaSŘ o poskytnutí účelové dotace z rozpočtu statutárního města Ostravy.;2023-11-02
Ostrava;"Veřejnoprávní smlouva o poskytnutí účelové dotace z rozpočtu statutárního města Ostravy v rámci Programu na obnovu nevyužitých budov za účelem rozvoje bytového fondu v Ostravě, o jehož vyhlášení rozhodlo zastupitelstvo města svým usnesením č. 0076/ZM2226/3 ze dne 7.12.2022 (dále jen „Dotační program"") a výzvy č. 1, o jejímž vyhlášení rozhodlo zastupitelstvo města svým usnesením č. 0076/ZM2226/3 ze dne 7.12.2022 (dále jen „Výzva"").";2023-10-30
Ostrava;Závěrečný účet statutárního města Ostravy za rok 2022 (bez městských obvodů).;2023-06-26
Ostrava;Dodatek č. 1 k veřejnoprávní smlouvě ev. číslo 1969/2022/OSR.;2023-05-02
Ostrava;Veřejnoprávní smlouva č. 0597/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0595/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 2997/2022/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 2998/2022/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 2999/2022/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0593/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0592/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0594/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0601/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0599/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0587/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0590/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0591/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0586/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0588/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0600/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0598/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 0589/2023/OI o poskytnutí účelové investiční  dotace z rozpočtu statutárního města Ostravy.;2023-03-29
Ostrava;Veřejnoprávní smlouva č. 2374-2022-KVA o poskytnutí neinvestiční účelové dotace.;2023-02-20
Ostrava;Veřejnoprávní smlouva č. 0812/2022/KVA o poskytnutí neinvestiční účelové dotace.;2023-02-17
Ostrava;Veřejnoprávní smlouva č. 2291/2022/KVA o poskytnutí neinvestiční účelové dotace.;2023-02-17
Ostrava;Veřejnoprávní smlouva č. 2989/2022/OSR o poskytnutí účelové dotace.;2022-12-09
Ostrava;Veřejnoprávní smlouva č. 1969/2022/OSR o poskytnutí účelové dotace.;2022-07-18
Ostrava;Veřejnoprávní smlouva č. 1981/2022/OSR o poskytnutí účelové dotace.;2022-07-18
Ostrava;Veřejnoprávní smlouva č. 2609/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-04-27
Ostrava;Veřejnoprávní smlouva č. 2610/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-04-25
Ostrava;Veřejnoprávní smlouva č. 2614/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-04-19
Ostrava;Veřejnoprávní smlouva č. 2604/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-02-16
Ostrava;Veřejnoprávní smlouva č. 2612/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-02-16
Ostrava;Veřejnoprávní smlouva č. 2608/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-02-16
Ostrava;Veřejnoprávní smlouva č. 2613/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-02-16
Ostrava;Veřejnoprávní smlouva č. 2605/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-02-16
Ostrava;Veřejnoprávní smlouva č. 2611/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-02-16
Ostrava;Veřejnoprávní smlouva č. 2607/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-02-16
Ostrava;Veřejnoprávní smlouva č. 2606/2021/OI o poskytnutí účelové investiční dotace z rozpočtu statutárního města Ostravy.;2022-02-16
Ostrava; Veřejnoprávní smlouva o poskytnutí neinvestiční účelové dotace.;2021-10-07
Pardubice;Rozhodnutí - Veřejná vyhláška. „Revitalizace veřejného prostranství Dříteč, SV část“.;2024-05-24
Pardubice;Stanovení místní úpravy v ulici Školní v Pardubicích, m.č. Rybitví.;2024-05-24
Pardubice;Oznámení zahájení společného řízení, sdělení seznámení s podklady rozhodnutí na stavbu: Dětský domov Pardubice, Areál Ke Tvrzi na p.p.č. 681/1, 681/7, 2740/4, 2740/7 k.ú. Pardubice;2024-05-24
Pardubice;Stanovení přechodné úpravy v souvislosti s pořádáním sportovní akce CZECHMAN Triatlon 2024.;2024-05-23
